depth [m];GICC05modelext ice age [yr];GICC05modelext gas age [yr];temperature [°C];temperature error [°C];accumulation, tuned [m ice/yr];NGRIP d18O (permil);Age from d18O [yr];Counting Err Age from d18O [yr];d15N [permil];Err d15N [permil]
1951.363157;32490.10986;31498.51481;-42.39066133;3;0.069663635;-39.57997373;32490.89388;1131.544694;0.403442012;0.02
1951.502443;32494.80985;31508.58099;-42.87402437;3;0.067944217;-39.85191264;32495.31565;1131.765783;0.402094858;0.02
1951.636064;32499.50983;31518.75103;-43.46110241;3;0.066025351;-40.11279247;32499.5576;1131.97788;0.400802489;0.02
1951.769686;32504.72466;31528.06768;-44.17155261;3;0.063837114;-40.71041752;32505.09301;1132;0.39951012;0.02
1951.903307;32509.99944;31537.26484;-44.88200281;3;0.061648876;-41.34725133;32510.77903;1132;0.398217751;0.02
1952.021478;32515.27422;31546.48944;-45.52989427;3;0.059663087;-41.91045034;32515.80759;1132;0.397074814;0.02
1952.149773;32521.80443;31555.72564;-46.34913899;3;0.057208096;-42.50991863;32521.80443;1132.090221;0.395833965;0.02
1952.278068;32529.57986;31564.9349;-47.16838371;3;0.054753105;-43.06974961;32529.57986;1132.478993;0.394593116;0.02
1952.406362;32537.35529;31574.12094;-47.96698469;3;0.052290992;-43.6295806;32537.35529;1132.867764;0.393352267;0.02
1952.528298;32545.49266;31582.63463;-48.67695248;3;0.049933987;-43.74471343;32546.02293;1133.301146;0.392172919;0.02
1952.647448;32555.00573;31589.95303;-49.37069764;3;0.04763084;-43.63014651;32555.18828;1133.759414;0.39102052;0.02
1952.766597;32563.90326;31597.27144;-49.93379916;3;0.045355833;-43.68124283;32563.90326;1134.195163;0.38986812;0.02
1952.900641;32573.14762;31605.27572;-50.47910392;3;0.042815443;-43.94470725;32573.14762;1134.657381;0.38857167;0.02
1953.034684;32582.32743;31613.68774;-50.96087303;3;0.040528156;-44.09247031;32582.56917;1135.128459;0.38727522;0.02
1953.168686;32592.3217;31622.15669;-51.31546167;3;0.038747623;-43.90883787;32592.49525;1135.624763;0.38597917;0.02
1953.300559;32601.97155;31630.79676;-51.61257006;3;0.03715629;-43.76014223;32601.97155;1136.295733;0.384703709;0.02
1953.44562;32611.3303;31639.43684;-51.80631529;3;0.035818839;-43.71334852;32611.3303;1137.699545;0.383300702;0.02
1953.59068;32620.60803;31648.2301;-51.96581893;3;0.034599301;-43.65837752;32620.62824;1139.031412;0.381897695;0.02
1953.73116;32628.86645;31657.03404;-52.08049354;3;0.033555299;-43.50550225;32628.89177;1139.444589;0.380538991;0.02
1953.883968;32637.87564;31666.15955;-52.19105666;3;0.032886856;-43.33921132;32637.88047;1139.894023;0.379061052;0.02
1954.036776;32646.87111;31675.44844;-52.29453235;3;0.032452;-43.81862219;32646.86917;1140.343458;0.377583114;0.02
1954.189549;32655.86235;31684.61232;-52.38670046;3;0.032297509;-44.4971141;32655.85582;1140.792791;0.376105513;0.02
1954.355399;32665.96244;31693.6561;-52.48191393;3;0.032163185;-44.35685489;32665.96244;1141.596244;0.374501432;0.02
1954.508491;32675.53071;31702.37345;-52.56264899;3;0.032088509;-43.62966599;32675.53071;1142.553071;0.373020741;0.02
1954.661584;32686.71623;31710.32382;-52.63006536;3;0.032013406;-44.13303229;32686.79865;1143.679865;0.371540051;0.02
1954.824376;32700.31259;31718.27419;-52.69165353;3;0.031926139;-45.75187003;32700.31259;1145.015629;0.369965544;0.02
1954.986065;32711.8618;31727.05514;-52.72320395;3;0.031799513;-45.08201535;32711.8618;1145.59309;0.368920295;0.02
1955.135317;32722.48222;31736.06637;-52.71439648;3;0.031637351;-44.60621607;32722.52262;1146.378393;0.368828459;0.02
1955.294789;32733.84645;31745.1706;-52.67603699;3;0.03142953;-44.58912977;32733.91349;1148.087023;0.368730334;0.02
1955.452155;32744.97621;31754.34687;-52.58863083;3;0.03113276;-44.20927257;32744.97621;1149.497621;0.368633504;0.02
1955.609521;32755.82905;31763.29154;-52.51949361;3;0.030798468;-43.40073604;32755.82905;1150.582905;0.368536675;0.02
1955.766887;32766.45589;31771.8646;-52.47167015;3;0.030420402;-43.20025111;32766.68189;1152.336377;0.368439845;0.02
1955.916949;32776.94166;31780.44872;-52.543812;3;0.030039016;-43.37101056;32777.03094;1154.406189;0.368347511;0.02
1956.064554;32787.21061;31789.2386;-52.69052312;3;0.029694193;-44.00045381;32787.21061;1155.721061;0.368256688;0.02
1956.212159;32797.39027;31798.02848;-52.94217427;3;0.029400763;-44.81991672;32797.39027;1156.739027;0.368165864;0.02
1956.372134;32808.80911;31806.89861;-53.32374428;3;0.029168049;-45.12596236;32808.72385;1157.872385;0.36806743;0.02
1956.535226;32820.36041;31815.79194;-53.75463255;3;0.029042884;-45.24261161;32820.36041;1159.036041;0.367967077;0.02
1956.686669;32830.80473;31824.65504;-54.18387391;3;0.029047616;-45.02850312;32830.80473;1160.080473;0.367873893;0.02
1956.849761;32842.09895;31833.49099;-54.59622921;3;0.029182163;-44.83692132;32842.05245;1161.205245;0.36777354;0.02
1957.015944;32853.60152;31842.2813;-54.90675012;3;0.029394581;-44.81972994;32853.51337;1162.351337;0.367671285;0.02
1957.172951;32864.06137;31850.94394;-55.10365354;3;0.02965473;-45.00697657;32864.06137;1163.203069;0.367574677;0.02
1957.342036;32874.97007;31859.60659;-54.99463407;3;0.030024393;-45.53604855;32874.97007;1163.748504;0.367470637;0.02
1957.502321;32885.54571;31868.92082;-54.70620435;3;0.030409619;-45.35467715;32885.48804;1164.548804;0.367372012;0.02
1957.668215;32896.56139;31878.26606;-54.24961018;3;0.03083805;-44.49755593;32896.54767;1165.654767;0.367269935;0.02
1957.846871;32908.47757;31887.0795;-53.49346828;3;0.031298279;-44.16233572;32908.45803;1166.845803;0.367160006;0.02
1958.013221;32919.56274;31895.7718;-52.76710613;3;0.031764512;-44.07361569;32919.54804;1167.954804;0.367057648;0.02
1958.185088;32932.6991;31904.90616;-51.99700179;3;0.03227943;-43.93030993;32932.6991;1168.634955;0.366951896;0.02
1958.356956;32945.33492;31914.45922;-51.39162641;3;0.032787112;-43.37764981;32945.30731;1169;0.366846144;0.02
1958.528824;32957.24952;31923.70626;-50.92411491;3;0.03330278;-42.3227379;32957.16025;1169;0.366740391;0.02
1958.712736;32970.19545;31932.53067;-50.59595207;3;0.033864556;-42.40135228;32970.19545;1170.019545;0.366627228;0.02
1958.912588;32984.04924;31941.40669;-50.56820126;3;0.034332298;-43.04505406;32984.03794;1171;0.366504256;0.02
1959.098165;32996.05543;31950.56708;-50.67125692;3;0.034698864;-44.0088549;32996.01062;1171;0.366390069;0.02
1959.285564;33008.3709;31959.72747;-50.89942199;3;0.035001202;-44.09142929;33008.3709;1171.418545;0.36627476;0.02
1959.472566;33020.82322;31968.66678;-51.20977042;3;0.035109964;-43.76293196;33020.8377;1172;0.366159695;0.02
1959.672142;33034.01692;31977.59932;-51.52805196;3;0.035132577;-43.80949979;33034.1428;1172;0.366036893;0.02
1959.865884;33048.47071;31986.32681;-51.81020704;3;0.03505365;-43.33869882;33048.47071;1172.423536;0.366915162;0.02
1960.059626;33064.16044;31994.97893;-51.98577191;3;0.034978267;-42.91192585;33064.13548;1173;0.369337708;0.02
1960.268964;33081.26424;32003.61339;-52.10552291;3;0.034897648;-43.87097393;33081.26424;1173.063212;0.371955263;0.02
1960.494151;33096.27673;32012.22344;-52.1538146;3;0.034843393;-44.23877995;33096.27673;1173.813837;0.374771002;0.02
1960.705264;33111.5312;32020.95019;-52.13502213;3;0.03485828;-44.22649057;33111.50105;1174.575052;0.377410756;0.02
1960.94706;33130.16483;32030.76593;-51.99671777;3;0.034933647;-44.20082416;33130.16483;1175.508242;0.380434172;0.02
1961.175536;33147.55722;32040.60298;-51.75725852;3;0.035008074;-43.88816142;33147.5383;1176.376915;0.38329103;0.02
1961.434064;33165.60425;32050.77834;-51.42534887;3;0.035092506;-43.17231084;33165.60425;1177.560425;0.386523652;0.02
1961.679126;33182.22854;32060.76113;-51.14459816;3;0.035095948;-42.85095586;33182.24049;1179.224049;0.38958791;0.02
1961.95113;33202.57061;32068.88193;-51.00664289;3;0.034984086;-42.75655344;33202.57061;1181.128531;0.392989036;0.02
1962.207515;33218.59469;32077.00273;-51.11847287;3;0.03481361;-43.10908328;33218.59469;1181.929735;0.404600506;0.02
1962.490809;33240.05989;32086.17725;-51.47484816;3;0.034686335;-44.69496887;33240.05989;1184.002995;0.418583893;0.02
1962.77022;33260.76245;32095.96821;-51.95666433;3;0.034915648;-43.03589712;33260.75701;1185.075701;0.432375642;0.02
1963.051823;33281.50502;32106.28216;-52.45987151;3;0.035220465;-43.45279269;33281.50502;1187.075251;0.446275601;0.02
1963.348806;33302.06282;32115.41037;-52.83884706;3;0.036752039;-43.83647548;33301.98663;1188.198663;0.418932665;0.02
1963.630208;33321.18869;32125.0543;-52.85339772;3;0.038339317;-45.73547083;33321.18869;1190;0.423128076;0.02
1963.943961;33339.64477;32135.21975;-52.33746804;3;0.040717843;-43.33618012;33339.64477;1190;0.427805819;0.02
1964.240383;33356.67913;32145.26481;-51.42517883;3;0.043640161;-43.3397799;33356.5933;1190.829665;0.421887563;0.02
1964.529357;33374.47735;32155.20302;-50.2359475;3;0.04702368;-42.31072803;33374.33479;1191.716739;0.419224137;0.02
1964.827302;33387.97315;32165.02352;-48.99463354;3;0.050946274;-41.60100705;33387.97315;1192;0.432935993;0.02
1965.132918;33399.7276;32174.7342;-47.87893099;3;0.054745914;-41.16021497;33399.7276;1192;0.447000862;0.02
1965.448661;33412.37794;32184.88713;-46.89708279;3;0.058709084;-41.40310235;33412.34646;1192.617323;0.45808911;0.02
1965.746962;33424.16448;32195.56398;-46.11354264;3;0.062595117;-41.44511465;33423.96156;1193.198078;0.464815815;0.02
1966.068283;33435.91467;32205.96495;-45.41817987;3;0.065807544;-41.09999265;33435.86232;1193.793116;0.472061615;0.02
1966.371815;33447.02357;32216.16982;-44.81838021;3;0.06874907;-40.54754527;33446.97508;1194.348754;0.478906281;0.02
1966.682831;33458.29114;32227.46862;-44.29340506;3;0.07173068;-39.84634556;33458.28475;1194.914237;0.470631914;0.02
1966.973771;33469.06195;32240.57919;-43.91823327;3;0.073832322;-39.89348544;33469.02856;1195;0.466529405;0.02
1967.267845;33479.92043;32251.74271;-43.60388362;3;0.075571894;-40.07864315;33479.92019;1195;0.462382709;0.02
1967.539656;33490.42646;32262.73014;-43.42686932;3;0.07679942;-39.83627269;33490.37137;1195.518569;0.458549944;0.02
1967.842005;33501.79796;32273.21724;-43.26089365;3;0.078061257;-39.68316026;33501.7629;1196;0.45616364;0.02
1968.122345;33511.30069;32283.07012;-43.18045512;3;0.078881071;-40.07753678;33511.26595;1196;0.467072302;0.02
1968.403795;33520.8044;32291.7617;-43.1077146;3;0.079665916;-40.43516027;33520.80662;1196.040331;0.478024155;0.02
1968.683609;33530.31878;32300.46724;-43.03489237;3;0.080185693;-40.37824911;33530.29182;1196.514591;0.47670964;0.02
1968.965065;33539.83317;32309.42651;-42.96158581;3;0.080679218;-40.3210038;33539.8327;1196.991635;0.471756227;0.02
1969.217493;33548.65551;32318.38577;-42.89113551;3;0.081010379;-39.71212357;33548.68395;1197.868395;0.472584766;0.02
1969.496329;33558.46384;32327.95729;-42.81266268;3;0.081360736;-39.02726174;33558.46769;1198.846769;0.473499987;0.02
1969.752707;33567.57246;32337.66336;-42.76930541;3;0.08167847;-39.3226234;33567.59667;1199.379833;0.481392427;0.02
1970.009659;33576.74032;32347.98803;-42.73401355;3;0.081995668;-39.80899714;33576.77353;1199.838677;0.492943272;0.02
1970.296094;33586.50653;32358.50885;-42.69261294;3;0.08235144;-39.97346355;33586.53645;1200.326823;0.487633489;0.02
1970.526792;33594.16127;32369.25299;-42.65818114;3;0.082639133;-39.9657736;33594.2264;1200.71132;0.483356919;0.02
1970.780404;33603.04513;32380.03106;-42.6094671;3;0.08295855;-39.92055633;33603.03413;1201.151706;0.478959787;0.02
1971.030115;33612.50233;32389.87609;-42.53961083;3;0.083279399;-39.7980568;33612.45717;1201.622858;0.498192445;0.02
1971.255061;33620.96276;32399.72111;-42.4766823;3;0.08356843;-39.71012099;33620.9639;1202.048195;0.506227201;0.02
1971.486899;33629.86907;32409.472;-42.39147542;3;0.083859581;-39.80374781;33629.88074;1202.494037;0.514508106;0.02
1971.718737;33638.77538;32419.22015;-42.30626854;3;0.084150732;-39.89737463;33638.79758;1202.939879;0.522789011;0.02
1971.92439;33646.12356;32429.6365;-42.23191733;3;0.084318941;-39.95895157;33646.11895;1203.305947;0.515521789;0.02
1972.160851;33654.42669;32440.105;-42.14829647;3;0.084375743;-40.02532657;33654.41582;1203.720791;0.476959141;0.02
1972.368674;33661.49771;32450.01664;-42.07480304;3;0.084425665;-39.95917352;33661.49766;1204.149766;0.476849436;0.02
1972.547823;33667.01021;32459.92828;-42.05343343;3;0.084250051;-39.55126498;33667.00993;1204.700993;0.476754867;0.02
1972.75683;33673.44145;32469.44527;-42.05299274;3;0.083917621;-39.07537169;33673.44092;1205.344092;0.476644536;0.02
1972.936169;33678.95395;32478.95939;-42.05261461;3;0.08363238;-38.66702991;33678.95906;1205.895906;0.476549866;0.02
1973.084737;33683.62969;32486.97654;-42.10020706;3;0.083235128;-38.67697808;33683.7012;1206.555179;0.469211527;0.02
1973.263018;33689.26959;32494.80985;-42.24354826;3;0.082468711;-38.81212681;33689.4522;1207.417831;0.461987344;0.02
1973.411151;33693.9695;32502.9664;-42.36264942;3;0.081831901;-38.92442091;33694.23068;1208.134602;0.461064535;0.02
1973.550538;33698.66942;32511.7577;-42.47471926;3;0.081232686;-39.03008556;33698.72704;1208.809057;0.460196205;0.02
1973.689926;33703.36992;32520.69365;-42.67184733;3;0.080374709;-39.19498747;33703.50617;1209.175308;0.459327875;0.02
1973.801436;33707.13051;32530.69063;-42.87491417;3;0.079550321;-39.34562368;33707.4188;1209.37094;0.458633211;0.02
1973.940823;33711.83124;32541.92525;-43.12874773;3;0.078519836;-39.53391894;33712.30958;1209.615479;0.45776488;0.02
1974.042623;33715.59183;32553.8166;-43.31413255;3;0.077767231;-39.67143852;33715.88152;1209.794076;0.457130704;0.02
1974.142757;33719.35241;32564.93041;-43.49648187;3;0.07702695;-39.80670634;33719.39497;1209.969748;0.449196399;0.02
1974.24289;33724.19272;32575.20193;-43.77575102;3;0.075998849;-39.97665147;33724.25077;1210.425077;0.439401041;0.02
1974.343023;33729.25763;32585.32571;-44.05502017;3;0.074970749;-40.15381042;33729.38581;1210.938581;0.435021573;0.02
1974.443157;33734.32254;32595.31999;-44.33428932;3;0.073942648;-40.33096937;33734.52085;1211.452085;0.43210728;0.02
1974.538924;33739.38746;32604.52394;-44.60138141;3;0.072959376;-40.50040361;33739.43199;1211.943199;0.42932006;0.02
1974.630509;33744.47273;32613.03189;-44.85681053;3;0.07201904;-40.81072744;33744.47273;1212.670909;0.426654548;0.02
1974.744991;33750.83282;32621.35879;-45.21262612;3;0.070677124;-41.22413358;33750.83282;1213.624924;0.423322658;0.02
1974.836576;33755.9209;32628.86645;-45.4972786;3;0.069603591;-41.55485849;33755.9209;1214.388135;0.420657145;0.02
1974.928162;33760.87499;32636.37411;-45.78193108;3;0.068530058;-41.82764697;33760.95587;1215.095587;0.417991633;0.02
1975.019747;33765.28742;32643.87403;-46.06658356;3;0.067456525;-41.86620923;33765.77615;1215.577615;0.415326121;0.02
1975.103832;33769.69985;32651.36673;-46.3248281;3;0.06645023;-41.90161357;33770.2017;1216.02017;0.412878892;0.02
1975.203522;33775.21538;32658.85943;-46.61918138;3;0.06517833;-41.94358801;33775.4485;1216.54485;0.409977521;0.02
1975.283273;33779.62781;32666.75979;-46.85466401;3;0.06416081;-41.97716756;33779.64595;1216.964595;0.407656425;0.02
1975.363024;33784.39584;32674.73335;-47.09014664;3;0.06314329;-41.99770289;33784.42572;1217.663858;0.405335329;0.02
1975.462714;33790.39683;32683.56547;-47.38449992;3;0.06187139;-42.02186999;33790.4675;1218.570125;0.402323883;0.02
1975.542465;33795.19762;32694.06801;-47.58782401;3;0.060929086;-42.04120367;33795.30092;1219.295138;0.396193322;0.02
1975.638136;33801.03634;32703.86619;-47.81887485;3;0.059828764;-42.07709962;33801.03634;1220.051817;0.388839025;0.02
1975.728936;33806.22491;32712.75021;-48.03816213;3;0.058784462;-42.16271095;33806.22491;1220.311245;0.381859159;0.02
1975.819736;33811.41347;32721.60805;-48.2574494;3;0.057740161;-42.24832229;33811.41347;1220.570674;0.374879294;0.02
1975.910536;33816.60204;32730.34977;-48.45242286;3;0.056807357;-42.33393362;33816.60204;1220.830102;0.367899428;0.02
1976.001336;33821.66094;32739.09149;-48.63118711;3;0.055948886;-42.39084691;33821.69381;1221.084691;0.360919562;0.02
1976.092135;33826.47378;32746.64587;-48.80995136;3;0.055090415;-42.39330096;33826.60192;1221.330096;0.353939697;0.02
1976.181514;33831.28662;32754.99421;-48.98591782;3;0.054245379;-42.3957166;33831.4332;1221.57166;0.347069071;0.02
1976.269054;33836.09946;32763.2295;-49.14057412;3;0.05353536;-42.39808254;33836.16508;1221.808254;0.340339824;0.02
1976.356594;33841.07055;32771.29548;-49.28343757;3;0.05290376;-42.38715336;33841.07055;1222.107055;0.341505582;0.02
1976.461641;33847.84782;32779.36146;-49.45487372;3;0.05214584;-42.3058262;33847.84782;1222.784782;0.343194152;0.02
1976.549181;33853.49554;32787.21061;-49.59773718;3;0.05151424;-42.23805357;33853.49554;1223.349554;0.344601294;0.02
1976.654228;33860.23065;32795.04112;-49.73520465;3;0.050908017;-42.18367895;33860.24162;1224;0.346289864;0.02
1976.739778;33865.0057;32803.02844;-49.84162337;3;0.050439026;-42.66275429;33865.13015;1224;0.34766501;0.02
1976.839221;33870.73576;32811.28654;-49.9653264;3;0.049893862;-43.21964002;33870.81265;1224;0.349263505;0.02
1976.922091;33875.51082;32819.54465;-50.06221461;3;0.049456202;-43.68371146;33875.54808;1224;0.350595583;0.02
1977.021535;33881.28225;32827.59109;-50.14873174;3;0.049010891;-43.93988732;33881.30516;1224.130516;0.352194078;0.02
1977.104405;33886.21651;32835.62518;-50.22082936;3;0.048639798;-43.24679361;33886.32758;1224.632758;0.353526157;0.02
1977.203849;33892.13761;32843.74218;-50.30734649;3;0.048194487;-42.41508116;33892.35448;1225.235448;0.355124651;0.02
1977.299544;33898.05871;32851.9583;-50.38588651;3;0.047819734;-41.61472532;33898.15416;1225.815416;0.35666288;0.02
1977.392438;33903.90239;32860.16541;-50.45970241;3;0.047483609;-41.75609215;33903.90239;1226.390239;0.358156097;0.02
1977.485333;33909.70829;32867.95734;-50.5335183;3;0.047147483;-42.34539138;33909.70829;1226.970829;0.358663197;0.02
1977.578227;33915.51419;32875.74927;-50.6086926;3;0.04678692;-42.93469061;33915.51419;1227.551419;0.358421766;0.02
1977.671122;33921.23825;32883.85099;-50.68658369;3;0.04637748;-43.36266623;33921.24244;1228.124244;0.358180336;0.02
1977.764016;33926.68419;32892.32459;-50.76447478;3;0.045968039;-43.24244987;33926.70682;1228.670682;0.357938905;0.02
1977.872188;33933.03778;32900.80322;-50.85849155;3;0.045540822;-43.10246307;33933.06986;1229.306986;0.35765777;0.02
1977.979701;33939.39138;32909.33027;-50.97185204;3;0.045413856;-42.96332796;33939.39418;1229.939418;0.357378345;0.02
1978.087215;33946.70446;32917.85733;-51.08521252;3;0.04528689;-42.90642104;33946.70446;1230.335223;0.35709892;0.02
1978.194728;33954.11918;32927.61425;-51.19093722;3;0.045188808;-42.85822533;33954.11918;1230.705959;0.356819494;0.02
1978.302242;33961.50477;32937.78394;-51.27757247;3;0.045162938;-42.97124281;33961.48277;1231.074139;0.356540069;0.02
1978.426673;33969.81781;32947.16793;-51.37784039;3;0.045132996;-43.81737703;33969.77821;1231.48891;0.356216675;0.02
1978.551854;33978.13085;32956.33301;-51.42133855;3;0.04504385;-44.66860484;33978.12358;1231.906179;0.355891334;0.02
1978.661387;33985.07407;32966.11685;-51.42927841;3;0.04493486;-44.33861682;33985.08667;1232.254333;0.35560666;0.02
1978.786567;33992.87848;32976.31336;-51.43835255;3;0.0448103;-43.53667886;33992.91045;1232.645523;0.355281319;0.02
1978.9111;34000.71614;32985.89635;-51.32861822;3;0.044960133;-42.83076797;34000.71614;1233.071614;0.35495766;0.02
1979.037959;34008.90056;32995.13188;-51.21683461;3;0.045112764;-43.06811625;34008.90056;1233.890056;0.354627958;0.02
1979.14896;34016.06193;33004.53496;-51.0835671;3;0.045162839;-43.27579599;34016.06193;1234.606193;0.354339468;0.02
1979.275818;34024.09387;33014.12481;-50.87723189;3;0.045092863;-43.15963531;34024.11366;1235.411366;0.354009766;0.02
1979.402677;34031.98439;33023.65044;-50.67089667;3;0.045022887;-42.71563035;34032.04232;1236.204232;0.353680063;0.02
1979.528021;34039.87492;33033.07452;-50.45372165;3;0.044951966;-42.27692615;34039.87632;1236.987632;0.353354297;0.02
1979.637251;34046.50004;33042.93523;-50.2627881;3;0.044889937;-42.4032508;34046.50004;1237.325002;0.353070412;0.02
1979.762084;34054.06572;33054.00619;-50.06130877;3;0.044832352;-42.55834728;34054.06572;1237.703286;0.352745972;0.02
1979.886918;34061.98602;33065.32063;-49.91002076;3;0.044814679;-42.71557043;34061.92273;1238.192273;0.352421532;0.02
1980.013259;34071.19622;33076.92249;-49.75690607;3;0.044796793;-42.88252106;34070.94708;1239.094708;0.352093175;0.02
1980.145851;34080.41793;33086.89393;-49.68800835;3;0.044773164;-43.03265589;34080.41793;1240.020897;0.350816779;0.02
1980.278443;34089.88878;33096.27673;-49.64970812;3;0.044747916;-42.6396158;34089.88878;1240.494439;0.346709927;0.02
1980.411035;34099.35962;33106.30486;-49.63354056;3;0.044656948;-42.2465757;34099.35962;1240.967981;0.346927525;0.02
1980.543627;34108.78206;33116.75753;-49.68377099;3;0.044368821;-42.69684524;34108.83047;1241.883047;0.347997474;0.02
